"title","genre","nation","time","date","grade","director","star","aud_score","cri_score","net_score","SF","가족","공연실황","공포","느와르","다큐멘터리","드라마","멜로.로맨스","모험","무협","뮤지컬","미스터리","범죄","블랙코미디","서부","서사","서스펜스","스릴러","애니메이션","액션","에로","전쟁","코미디","판타지"
"그레이트 뷰티","['코미디', '드라마']","이탈리아",141,"2014.06.12","청소년 관람불가","파올로 소렌티노","['토니 세르빌로', '사브리나 페릴리', '세레나 그랜디']",7.84,7.25,7.9,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"콤플렉스","['공포']","일본",106,"2013.07.25","15세 관람가","나카타 히데오","['마에다 아츠코', '나리미야 히로키']",NA,3.91,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"별이 빛나는 밤","['드라마']","대만",98,"2012.04.05","전체 관람가","린슈유","['서교', '임휘민', '유약영']",NA,5.54,8.7,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"짓","['서스펜스', '멜로/로맨스']","한국",107,"2013.09.25","청소년 관람불가","한종훈","['서태화', '김희정', '서은아']",NA,5,5.28,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"슈퍼 밥","['액션', '코미디', '멜로/로맨스']","영국",82,"2016.08.11","12세 관람가","존 드레버","['브렛 골드스타인', '나탈리아 테나', '캐서린 테이트']",NA,5.53,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"파이트 클럽","['액션', '드라마']","미국",139,"2016.10.26","청소년 관람불가","데이빗 핀처","['브래드 피트', '에드워드 노튼', '헬레나 본햄 카터']",9.5,7.75,8.91,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"천국의 책방 - 연화","['드라마']","일본",111,"2006.04.27","12세 관람가","시노하라 테츠오","['타케우치 유코', '타마야마 테츠지', '하라다 요시오']",NA,5,8.02,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"미래를 걷는 소녀","['멜로/로맨스', '판타지']","일본",98,"2009.09.17","전체 관람가","코나카 카즈야","['카호', '사노 카즈마']",NA,6.33,8.65,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"하트브레이커스","['코미디', '범죄', '에로']","미국",122,"2001.08.17","청소년 관람불가","데이빗 미어킨","['시고니 위버', '제니퍼 러브 휴이트']",NA,8.44,NA,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0"
"나의 그리스식 웨딩 2","['코미디']","미국",94,"2016.03.30","15세 관람가","커크 존스","['니아 발다로스', '존 코베트', '엘레나 캠푸리스']",8.54,5.67,7.47,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"타인의 멜로디","['드라마']","한국",78,"2014.03.27","15세 관람가","양영철","['서지승', '편보승', '이유경']",NA,8.16,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"더 라스트: 나루토 더 무비","['애니메이션']","일본",114,"2015.02.26","12세 관람가","코바야시 츠네오","['타케우치 준코', '나카무라 치에', '모리쿠보 쇼타로']",8.95,8.71,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"레드: 더 레전드","['액션', '코미디', '범죄']","미국",115,"2013.07.18","15세 관람가","딘 패리소트","['브루스 윌리스', '이병헌', '캐서린 제타-존스']",NA,6.18,8,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"파라노말 인시던트","['공포', '미스터리']","미국",84,"2015.10.29","청소년 관람불가","듀크 히치콕","['토머스 도니', '제네퍼 러드위센']",NA,6.57,NA,"0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"그림자들의 섬","['다큐멘터리']","한국",98,"2016.08.25","15세 관람가","김정근","['김진숙', '박성호', '박희찬']",9.38,7.14,9.23,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"도로로","['액션', '모험', '판타지']","일본",137,"2007.10.25","15세 관람가","시오타 아키히코","['츠마부키 사토시', '시바사키 코우']",NA,6.35,NA,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"이퀄스","['드라마', 'SF']","미국",101,"2016.08.31","15세 관람가","드레이크 도리머스","['크리스틴 스튜어트', '니콜라스 홀트']",8.13,6.79,8.31,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"밤과 낮","['드라마']","한국",144,"2009.01.29","청소년 관람불가","홍상수","['김영호', '박은혜', '황수정']",NA,8.33,7.79,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"최강전사 미니특공대 : 새로운 악당의 습격","['애니메이션']","한국",60,"2015.02.05","전체 관람가","이영준","['엄상현', '전태열', '신용우']",7.58,7.56,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"설행_눈길을 걷다","['드라마']","한국",98,"2016.03.03","15세 관람가","김희정","['김태훈', '박소담']",8.46,6.67,8.24,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"나우 유 씨 미 : 마술사기단","['범죄', '스릴러', '미스터리']","미국",115,"2013.08.22","12세 관람가","루이스 리터리어","['제시 아이젠버그', '마크 러팔로', '우디 해럴슨']",NA,6.9,8.04,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0"
"스프링 브레이커스","['코미디', '드라마', '범죄']","미국",94,"2013.07.25","청소년 관람불가","하모니 코린","['제임스 프랭코', '셀레나 고메즈', '바네사 허진스']",NA,5.5,6.08,"0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"라디오 스타","['코미디', '드라마']","한국",115,"2006.09.28","12세 관람가","이준익","['박중훈', '안성기']",NA,7.4,9.19,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"다크맨","['액션', '공포', '미스터리', 'SF', '스릴러']","미국",95,"1990.12.22","청소년 관람불가","샘 레이미","['리암 니슨', '프란시스 맥도맨드']",NA,7.88,NA,"1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0"
"도쿄!","['드라마']","한국",111,"2008.10.23","15세 관람가","봉준호","['아오이 유우', '카가와 테루유키', '타케나카 나오토']",NA,6.67,7.73,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"건축학개론","['멜로/로맨스']","한국",118,"2012.03.22","12세 관람가","이용주","['엄태웅', '한가인', '이제훈']",10,7.19,8.65,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"아일랜드","['SF', '모험', '액션']","미국",136,"2005.07.21","12세 관람가","마이클 베이","['이완 맥그리거', '스칼렛 요한슨']",NA,8.78,NA,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"태백산맥","['전쟁', '드라마']","한국",168,"1994.09.17","청소년 관람불가","임권택","['안성기', '김명곤', '김갑수']",NA,7.18,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"임포스터","['SF', '스릴러']","미국",95,"2002.09.20","12세 관람가","게리 플레더","['게리 시나이즈', '매들린 스토우', '빈센트 도노프리오']",NA,7.6,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"상실의 시대","['드라마', '멜로/로맨스']","일본",133,"2011.04.21","청소년 관람불가","트란 안 훙","['마츠야마 켄이치', '키쿠치 린코', '미즈하라 키코']",NA,5.57,5,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"말하는 건축 시티:홀","['다큐멘터리']","한국",106,"2013.10.24","전체 관람가","정재은","['유걸']",8.5,7.11,7.37,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"라푼젤","['애니메이션', '코미디', '가족', '판타지', '뮤지컬', '멜로/로맨스']","미국",100,"2011.02.10","전체 관람가","네이슨 그레노","['맨디 무어', '제커리 레비']",NA,7.13,9.33,"0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1"
"어크로스 더 유니버스","['뮤지컬', '드라마', '멜로/로맨스']","미국",132,"2008.02.14","15세 관람가","줄리 테이머","['짐 스터게스', '에반 레이첼 우드']",NA,5,7.84,"0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"케이프 피어","['스릴러']","미국",127,"1992.03.14","청소년 관람불가","마틴 스콜세지","['로버트 드 니로', '닉 놀테', '제시카 랭']",NA,8,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"세이빙 산타","['애니메이션', '코미디', '가족', '뮤지컬']","미국",84,"2013.12.19","전체 관람가","레온 주센","['마틴 프리먼', '팀 커리', '팜 페리스']",10,7.89,NA,"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0"
"반딧불이의 묘","['애니메이션', '전쟁', '드라마', '가족']","일본",89,"2014.06.19","12세 관람가","다카하타 이사오","['타츠미 츠토무', '시라이시 아야노', '시노하라 요시코']",7.75,8.25,6.64,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"사랑의 블랙홀","['멜로/로맨스', '코미디', '판타지']","미국",101,"1993.12.04","15세 관람가","해롤드 래미스","['빌 머레이', '앤디 맥도웰']",NA,9.15,NA,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"알투비:리턴투베이스","['액션', '드라마']","한국",113,"2012.08.15","15세 관람가","김동원","['비', '유준상', '신세경']",NA,5.04,7.58,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"스트레인저랜드","['드라마', '스릴러']","오스트레일리아",112,"2015.08.06","청소년 관람불가","킴 파란트","['니콜 키드먼', '휴고 위빙', '조셉 파인즈']",5.5,5.25,5.71,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"숲속으로","['판타지', '뮤지컬']","미국",125,"2014.12.24","전체 관람가","롭 마샬","['메릴 스트립', '조니 뎁', '에밀리 블런트']",5.48,6.35,4.87,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"파르나서스 박사의 상상극장","['판타지']","프랑스",122,"2009.12.23","12세 관람가","테리 길리엄","['히스 레저', '조니 뎁', '주드 로']",NA,5.65,5.84,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"레지던트 이블 4: 끝나지 않은 전쟁 3D","['액션', '공포', 'SF', '스릴러']","영국",96,"2010.09.16","청소년 관람불가","폴 앤더슨","['밀라 요보비치']",NA,5.75,6.28,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"바스터즈: 거친 녀석들","['전쟁', '드라마', '액션']","미국",152,"2009.10.28","청소년 관람불가","쿠엔틴 타란티노","['브래드 피트', '멜라니 로랑', '크리스토프 왈츠']",NA,8.68,8.25,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"실버라이닝 플레이북","['코미디', '드라마', '멜로/로맨스']","미국",122,"2013.02.14","청소년 관람불가","데이빗 O. 러셀","['제니퍼 로렌스', '브래들리 쿠퍼', '로버트 드 니로']",7,7.53,8.56,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"하드 레인","['액션']","미국",95,"1998.08.01","12세 관람가","미카엘 살로먼","['모건 프리먼', '크리스찬 슬레이터', '랜디 퀘이드']",NA,7.79,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"발레리나","['애니메이션', '모험', '가족', '뮤지컬']","프랑스",89,"2017.02.09","전체 관람가","에릭 섬머","['엘르 패닝', '데인 드한', '매디 지글러']",8.97,8.73,NA,"0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0"
"징기스칸: 제국의 건설","['액션', '서사']","몽골",91,"2013.02.07","15세 관람가","D. 졸바야르","['T. 알탄사가이', 'B. 아마르카니한', 'C. 아리운바이암바']",NA,4.12,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"천년여우 여우비","['판타지', '가족', '애니메이션']","한국",85,"2007.01.25","전체 관람가","이성강","['손예진', '공형진', '류덕환']",NA,6,8.59,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"오아시스","['드라마']","한국",132,"2002.08.15","청소년 관람불가","이창동","['설경구', '문소리']",NA,9.22,NA,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"새 구두를 사야해","['멜로/로맨스']","일본",114,"2013.04.25","12세 관람가","기타가와 에리코","['나카야마 미호', '무카이 오사무', '키리타니 미레이']",NA,6,8.11,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"스타 트렉: 더 비기닝","['SF', '모험', '액션']","미국",126,"2009.05.07","12세 관람가","J.J. 에이브럼스","['크리스 파인', '재커리 퀸토']",NA,8.09,8.71,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"미스터 소크라테스","['범죄', '액션', '코미디']","한국",109,"2005.11.10","청소년 관람불가","최진원","['김래원', '강신일', '이종혁']",NA,5.5,7.74,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"클로버필드","['액션', 'SF', '스릴러']","미국",85,"2008.01.24","15세 관람가","맷 리브스","['리지 캐플란', '제시카 루카스', 'T.J. 밀러']",NA,7,7,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"열한번째 엄마","['드라마']","한국",104,"2007.11.29","12세 관람가","김진성","['김혜수', '김영찬']",NA,4.25,7.88,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"어린 아내","['멜로/로맨스', '드라마']","한국",85,"2016.11.17","청소년 관람불가","화니","['한설화', '전해룡']",NA,5.96,NA,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"다른나라에서","['드라마']","한국",89,"2012.05.31","청소년 관람불가","홍상수","['이자벨 위페르', '유준상']",8,7.75,6.92,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"드라이브 앵그리 3D","['액션']","미국",104,"2011.08.25","청소년 관람불가","패트릭 루지어","['니콜라스 케이지', '엠버 허드', '윌리암 피츠너']",NA,5.5,6.47,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"브레이킹 던 part1","['드라마', '판타지', '멜로/로맨스', '스릴러']","미국",117,"2011.11.30","15세 관람가","빌 콘돈","['크리스틴 스튜어트', '로버트 패틴슨']",NA,4.88,6.99,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"고스트 메신저 극장판","['애니메이션', 'SF', '판타지']","한국",78,"2014.05.22","12세 관람가","구봉회","['은정', '박성태', '정재헌']",9.19,9.04,NA,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"이스케이프","['액션', '스릴러']","미국",103,"2015.11.05","15세 관람가","존 에릭 도들","['오웬 윌슨', '피어스 브로스넌', '레이크 벨']",8.14,5.83,7.59,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"인셉션","['액션', '모험', 'SF', '스릴러']","미국",147,"2010.07.21","12세 관람가","크리스토퍼 놀란","['레오나르도 디카프리오', '와타나베 켄', '조셉 고든 레빗']",NA,7.93,9.21,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"화산고","['액션', '코미디', '판타지']","한국",121,"2001.12.08","12세 관람가","김태균","['장혁', '신민아', '허준호']",NA,6.82,NA,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1"
"잡식가족의 딜레마","['다큐멘터리']","한국",106,"2015.05.07","전체 관람가","황윤","['황윤']",8.92,6.17,8.87,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"폼페이: 최후의 날","['액션', '모험', '드라마', '멜로/로맨스']","미국",104,"2014.02.20","15세 관람가","폴 앤더슨","['키트 해링턴', '에밀리 브라우닝', '키퍼 서덜랜드']",7.33,5.38,7.44,"0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
